,oTime,End,file_name,oF2,Start,oF1,Dur,gilbert_number,oF3_mean,NumberPoles,Unnamed: 0,iver_number,post_sound,transcription,speaker_number,oF1_mean,id,location,Vowel,target_form,gTime,oF2_mean,oPitch,gPitch,oF3_oF1_coords,Notes,File/Spkr,input_form,variable,MaxFormants,oF3,dob,gender,pre_sound,gF1,gF2,gF3,oF2_oF1_coords
165,"[nan, nan]","[nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-165-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-165-2-111-a.wav']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[21, 111]",,"[nan, nan]","[30, 50]","[1, 1]","['\xca\x81', '\xca\x81']","['\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",165,,"['1-165-2-21-a.wav', '1-165-2-111-a.wav']",new braunfels,"[nan, nan]","['eine haarbuerste', 'ein gluehwuermchen']","[nan, nan]",,"[nan, nan]","[nan, nan]","(nan, nan)","[nan, nan]","[nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f']","[nan, nan]","[nan, nan]",1944,m,"['b', 'v']","[nan, nan]","[nan, nan]","[nan, nan]","(nan, nan)"
167,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[67, 51, 40, 40]","[1, 1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",167,,"['1-167-3-1-a.wav', '1-167-3-111-a.wav', '1-167-3-125-a.wav', '1-167-3-125-a.wav']",new braunfels,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1910,m,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
168,"[0.54700000000000004, nan, nan]","[0.60899999999999999, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-168-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-168-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-168-2-125-a.wav']","[1826.8299999999999, nan, nan]","[0.51700000000000002, nan, nan]","[365.43000000000001, nan, nan]","[0.091999999999999998, nan, nan]","[111, 125, 125]",2510.83,"[10.0, nan, nan]","[67, 53, 53]","[10, 10, 10]","['\xca\x81', '\xca\x81', '\xca\x81']","['a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",168,365.43,"['10-168-2-111-a.wav', '10-168-2-125-a.wav', '10-168-2-125-a.wav']",new braunfels,"['\xca\x8f', nan, nan]","['ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.57799999999999996, nan, nan]",1826.83,"['126.82', nan, nan]","['123.65', nan, nan]","(2510.8299999999999, 365.43000000000001)","[nan, nan, nan]","['10-168-2-111-a', nan, nan]","['a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', nan, nan]","[2510.8299999999999, nan, nan]",1924,m,"['v', 'k', 'k']","[393.22000000000003, nan, nan]","[1819.5699999999999, nan, nan]","[2548.8800000000001, nan, nan]","(1826.8299999999999, 365.43000000000001)"
169,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-125-a.wav']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[1, 16, 111, 125, 125]",,"[nan, nan, nan, nan, nan]","[68, 32, 52, 41, 41]","[1, 1, 1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",169,,"['1-169-3-1-a.wav', '1-169-3-16-a.wav', '1-169-3-111-a.wav', '1-169-3-125-a.wav', '1-169-3-125-a.wav']",new braunfels,"[nan, nan, nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan, nan]",,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]",1927,f,"['b', 'b', 'v', 'k', 'k']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","(nan, nan)"
170,"[nan, nan, nan]","[nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-111-a.wav']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[1, 21, 111]",,"[nan, nan, nan]","[69, 31, 53]","[1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",170,,"['1-170-2-1-a.wav', '1-170-2-21-a.wav', '1-170-2-111-a.wav']",new braunfels,"[nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen']","[nan, nan, nan]",,"[nan, nan, nan]","[nan, nan, nan]","(nan, nan)","[nan, nan, nan]","[nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan]","[nan, nan, nan]",1927,m,"['b', 'b', 'v']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","(nan, nan)"
171,"[0.38, 1.4140000000000001, nan, nan, nan, nan]","[0.44799999999999995, 1.482, nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-125-a.wav']","[1886.0699999999999, 1934.74, nan, nan, nan, nan]","[0.34700000000000003, 1.3799999999999999, nan, nan, nan, nan]","[654.80999999999995, 666.00999999999999, nan, nan, nan, nan]","[0.10099999999999999, 0.10199999999999999, nan, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2433.835,"[10.0, 10.0, nan, nan, nan, nan]","[85, 40, 37, 68, 54, 54]","[10, 10, 10, 10, 10, 10]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",171,660.41,"['10-171-2-1-a.wav', '10-171-2-16-a.wav', '10-171-2-21-a.wav', '10-171-2-111-a.wav', '10-171-2-125-a.wav', '10-171-2-125-a.wav']",new braunfels,"['\xca\x8f', '\xca\x8f', nan, nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[0.41399999999999998, 1.4480000000000002, nan, nan, nan, nan]",1910.405,"['--undefined--', '330.73', nan, nan, nan, nan]","['--undefined--', '--undefined--', nan, nan, nan, nan]","(2433.835, 660.40999999999997)","[nan, nan, nan, nan, nan, nan]","['10-171-2-1-a', '10-171-2-16-a', nan, nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","['5500 Hz', '5500 Hz', nan, nan, nan, nan]","[2622.73, 2244.9400000000001, nan, nan, nan, nan]",1928,f,"['b', 'b', 'b', 'v', 'k', 'k']","[683.15999999999997, 737.52999999999997, nan, nan, nan, nan]","[1927.4200000000001, 2035.95, nan, nan, nan, nan]","[2563.71, 2544.6399999999999, nan, nan, nan, nan]","(1910.405, 660.40999999999997)"
172,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-172-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-172-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-172-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/9-172-2-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[95, 80, 61, 61]","[9, 9, 9, 9]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",172,,"['9-172-2-1-a.wav', '9-172-2-111-a.wav', '9-172-2-125-a.wav', '9-172-2-125-a.wav']",new braunfels,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1937,f,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
175,"[nan, nan]","[nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-111-a.wav']","[nan, nan]","[nan, nan]","[nan, nan]","[nan, nan]","[1, 111]",,"[nan, nan]","[50, 40]","[1, 1]","['\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",175,,"['1-175-2-1-a.wav', '1-175-2-111-a.wav']",freyburg/schulenburg,"[nan, nan]","['die haarbuerste', 'ein gluehwuermchen']","[nan, nan]",,"[nan, nan]","[nan, nan]","(nan, nan)","[nan, nan]","[nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f']","[nan, nan]","[nan, nan]",0,f,"['b', 'v']","[nan, nan]","[nan, nan]","[nan, nan]","(nan, nan)"
176,"[nan, 0.52400000000000002, 0.39799999999999996, nan, nan, nan]","[nan, 0.55299999999999994, 0.45899999999999996, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-21-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-125-a.wav']","[nan, 1710.04, 1702.55, nan, nan, nan]","[nan, 0.51000000000000001, 0.36700000000000005, nan, nan, nan]","[nan, 554.08000000000004, 486.56, nan, nan, nan]","[nan, 0.042999999999999997, 0.091999999999999998, nan, nan, nan]","[1, 16, 21, 111, 125, 125]",2134.135,"[nan, 10.0, 10.0, nan, nan, nan]","[18, 7, 10, 11, 13, 13]","[17, 17, 17, 17, 17, 17]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",176,520.32,"['17-176-1-1-a.wav', '17-176-1-16-a.wav', '17-176-1-21-a.wav', '17-176-1-111-a.wav', '17-176-1-125-a.wav', '17-176-1-125-a.wav']",doss,"[nan, '\xca\x8f', '\xca\x8f', nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, 0.53799999999999992, 0.42799999999999999, nan, nan, nan]",1706.295,"[nan, '114.90', '427.12', nan, nan, nan]","[nan, '110.66', '428.24', nan, nan, nan]","(2134.1350000000002, 520.32000000000005)","[nan, nan, nan, nan, nan, nan]","[nan, '17-176-1-16-a', '17-176-1-21-a', nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, '5500 Hz', '5500 Hz', nan, nan, nan]","[nan, 2078.5500000000002, 2189.7199999999998, nan, nan, nan]",1922,m,"['b', 'b', 'b', 'v', 'k', 'k']","[nan, 586.16999999999996, 434.35000000000002, nan, nan, nan]","[nan, 1662.8399999999999, 1799.0, nan, nan, nan]","[nan, 2092.6399999999999, 2500.3699999999999, nan, nan, nan]","(1706.2950000000001, 520.32000000000005)"
177,"[nan, nan, nan]","[nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-111-a.wav']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","[1, 16, 111]",,"[nan, nan, nan]","[19, 8, 12]","[17, 17, 17]","['\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n']",177,,"['17-177-1-1-a.wav', '17-177-1-16-a.wav', '17-177-1-111-a.wav']",doss,"[nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen']","[nan, nan, nan]",,"[nan, nan, nan]","[nan, nan, nan]","(nan, nan)","[nan, nan, nan]","[nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan]","[nan, nan, nan]",1934,m,"['b', 'b', 'v']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","(nan, nan)"
178,"[nan, 0.35600000000000004, nan, nan, nan]","[nan, 0.41499999999999998, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-16-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-125-a.wav']","[nan, 1599.76, nan, nan, nan]","[nan, 0.32700000000000001, nan, nan, nan]","[nan, 492.06999999999999, nan, nan, nan]","[nan, 0.088000000000000009, nan, nan, nan]","[1, 16, 111, 125, 125]",2025.27,"[nan, 10.0, nan, nan, nan]","[20, 9, 13, 14, 14]","[17, 17, 17, 17, 17]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', '\xcb\x88a\xc9\xaa\xcc\xafn\xc9\x99 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",178,492.07,"['17-178-2-1-a.wav', '17-178-2-16-a.wav', '17-178-2-111-a.wav', '17-178-2-125-a.wav', '17-178-2-125-a.wav']",doss,"[nan, '\xca\x8f', nan, nan, nan]","['die haarbuerste', 'eine haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, 0.38600000000000001, nan, nan, nan]",1599.76,"[nan, '--undefined--', nan, nan, nan]","[nan, '75.57', nan, nan, nan]","(2025.27, 492.06999999999999)","[nan, nan, nan, nan, nan]","[nan, '17-178-2-16-a', nan, nan, nan]","['a hairbrush ', 'a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, '5500 Hz', nan, nan, nan]","[nan, 2025.27, nan, nan, nan]",1930,m,"['b', 'b', 'v', 'k', 'k']","[nan, 527.11000000000001, nan, nan, nan]","[nan, 1536.25, nan, nan, nan]","[nan, 1968.4000000000001, nan, nan, nan]","(1599.76, 492.06999999999999)"
179,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-1-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-111-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-125-a.wav', '/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-125-a.wav']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[1, 111, 125, 125]",,"[nan, nan, nan, nan]","[15, 9, 10, 10]","[1, 1, 1, 1]","['\xca\x81', '\xca\x81', '\xca\x81', '\xca\x81']","['di\xcb\x90 ha\xcb\x90\xc9\x90\xcc\xaf\xcb\x88b\xca\x8f\xca\x81st\xc9\x99', 'a\xc9\xaa\xcc\xafn \xcb\x88\xc9\xa1ly\xcb\x90\xcb\x8cv\xca\x8f\xca\x81m\xc3\xa7\xc9\x99n', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas', 'a\xc9\xaa\xcc\xafn \xcb\x88k\xca\x8f\xca\x81b\xc9\xaas']",179,,"['1-179-2-1-a.wav', '1-179-2-111-a.wav', '1-179-2-125-a.wav', '1-179-2-125-a.wav']",doss,"[nan, nan, nan, nan]","['die haarbuerste', 'ein gluehwuermchen', 'ein kuerbis', 'ein kuerbis']","[nan, nan, nan, nan]",,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['a hairbrush ', 'a lightning bug (Lampyridae) ', 'a pumpkin (the fruit of Cucurbita pepo) ', 'a pumpkin (the fruit of Cucurbita pepo) ']","['\xca\x8f', '\xca\x8f', '\xca\x8f', '\xca\x8f']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1959,m,"['b', 'v', 'k', 'k']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","(nan, nan)"
